comment,comment_type
What did Schwarzenegger name his plan to build hydrogen refueling stations throughout California?,0
What governmental department contributed a grant to Schwarzenegger's hydrogen fuel project?,0
What nonprofit did Schwarzenegger found in 1995?,0
"In kilometers, what is the distance from Plymouth to Exeter?",0
How many miles away from London is Plymouth?,0
What river borders Plymouth on the west?,0
In what county is Plymouth located?,0
In what body of water do the rivers Tamar and Plym converge?,0
What was the location of the earliest settlement near Plymouth?,0
What was Plymouth's original name?,0
In what year did the Pilgrim Fathers sail from Plymouth?,0
When did the siege of Plymouth end during the English Civil War?,0
What was the name of the colony founded by the Pilgrim Fathers in the New World?,0
What nearby settlement built ships for the Royal Navy?,0
In what year did Plymouth become a city?,0
What is the term used to describe the attacks on Plymouth during the Second World War?,0
In what year was Plymstock incorporated?,0
"Along with Plymouth and Devonport, what location was merged into a county borough in 1914?",0
"As of 2014, what was the population of Plymouth?",0
Where does Plymouth rank in population among the cities of the UK?,0
How many members of Parliament represent Plymouth?,0
In what city does Plymouth's ferry to Spain terminate?,0
What institution of higher education is based in Plymouth?,0
What is the name of the location cited by Ptolemy that is believed to have been located near modern Plymouth?,0
Where have Middle Iron Age remnants been found?,0
What does 'TAMARI OSTIA' mean?,0
In what century were sailors obligated to relocate from Plympton due to silting?,0
What did Sutton mean in the Old English language?,0
In what year was the first written reference to Plymouth made?,0
During whose reign was the former town of Sutton referred to as Plymouth?,0
What did 'Plym Mouth' mean?,0
In what year during the Hundred Years' War did the French assault Plymouth?,0
Who set fire to Plymouth in 1403?,0
In what year was the fortification later known as Drake's Fort constructed?,0
"Before Plymouth dockyard was built, where was the fleet located?",0
In what year did Parliament pass a notable law that led to the building of fortifications in Plymouth?,0
What notable slave trader was based out of Plymouth?,0
Who served as Plymouth's mayor in 1593?,0
In what year did Drake battle the Spanish Armada?,0
When did the Pilgrim Fathers depart Plymouth?,0
What was the name of the settlement founded by the Pilgrim Fathers?,0
Which faction did Plymouth support during the English Civil War?,0
For how many years was Plymouth under siege during the English Civil War?,0
Where did the last battle for Plymouth during the English Civil War end?,0
In what year did Charles II ascend to the throne?,0
What locale was used to house imprisoned Parliamentarians after the restoration of Charles II?,0
During what century was Plymouth involved with the Atlantic slave trade?,0
In what century did Plymouth cease to be a vital trading port?,0
In what year was HMNB Davenport established?,0
What river was adjacent to HMNB Davenport?,0
How many male workers were present in Plymouth Dock circa 1712?,0
What was the 1733 population of Plymouth Dock?,0
In what parish was HMNB Davenport located?,0
"Along with coal and grain, what was the most important import in 18th century Plymouth?",0
What was the new name given to Plymouth Dock in 1824?,0
"Along with Plymouth and Devonport, what settlement comprised the Three Towns?",0
What architect was noted for his neoclassical designs in Plymouth?,0
On what street did many of the buildings designed by John Foulston reside?,0
Who founded Plymouth Porcelain?,0
In what year was Plymouth Porcelain founded?,0
What was William Cookworthy's profession?,0
What was the name of the engineer involved in the construction of the Eddystone Lighthouse?,0
"In kilometers, how long was the Plymouth Sound Breakwater?",0
Who was the designer of the Plymouth Sound Breakwater?,0
In what year did construction finish on the Plymouth Sound Breakwater?,0
When did construction commence on Plymouth Sound Breakwater?,0
Near which settlement were Palmerston forts built in the 1860s?,0
What animal byproduct was imported to Plymouth in the 19th century?,0
In what settlement were the dockyards located?,0
What was the primary base of the Royal navy during World War I?,0
What sorts of ships were based in Davenport?,0
What location provided a base for flying boats?,0
What force used Sunderland flying boats out of Devonport?,0
What military organization was based in Devonport until 1941?,0
How many attacks comprised the Plymouth Blitz?,0
How many civilian deaths occurred as a result of the Plymouth Blitz?,0
How many homes were totally destroyed in the Plymouth Blitz?,0
Who was the author of the 1943 Plan for Plymouth?,0
"In the period 1951-1957, how many new houses were constructed yearly in Plymouth?",0
"In the postwar period to 1964, how many houses were built in Plymouth?",0
When was the Civic Centre built?,0
What English Heritage status does the Civic Centre possess?,0
What aircraft carrier received maintenance at Devonport Dockyard?,0
By what year was the greater part of the army presence in Plymouth gone?,0
What military unit is based in Plymouth?,0
In what text was the presence of a settlement in the Plymouth area first recorded?,0
In what year was the Domesday Book compiled?,0
What was the name of the Plymouth-area settlement recorded in the Domesday Book?,0
In what year was Plymouth recognized as a town?,0
In what year did Parliament bestow a Charter on Plymouth?,0
Who was the first woman MP to take her seat in the British Parliament?,0
For what constituency was Nancy Astor elected?,0
On what date did Plymouth become a city?,0
In what year did Plymouth receive its first Lord Mayor?,0
What parish was incorporated into Plymouth in 1967?,0
What constituency did MP Michael Foot represent?,0
What position was Michael Foot noted to occupy in government?,0
What notable piece of legislation did Michael Foot contribute to?,0
What party did Michael Foot become a leader of?,0
In what town was Michael Foot born?,0
What was the population of Plymouth in 1971?,0
What document suggested that county boroughs be eliminated?,0
What county did Plymouth unsuccessfully attempt to see created?,0
On what date did Plymouth's county status end?,0
What body proposed that Plymouth become a unitary council?,0
What European Parliamentary constitutency is Plymouth a part of?,0
Who was elected for the Sutton and Devonport constitutency in 2015?,0
"As of 2015, what political party did all of Plymouth's MPs belong to?",0
What parliamentary constitutency was represented by Johnny Mercer?,0
How many wards in Plymouth elect two councillors?,0
How many members are on the Plymouth council?,0
What fraction of the Plymouth council is elected each year?,0
With what French city is Plymouth twinned?,0
In what year did Plymouth twin with Plymouth in the United States?,0
What monarch bestowed the first Lord Mayor on Plymouth?,0
How many councillors choose the Lord Mayor?,0
What officeholder selects the Deputy Lord Mayor?,0
Who is the current Lord Mayor of Plymouth?,0
At what street address is the Lord Mayor's residence located?,0
Who gave the Lord Mayor's official residence to Plymouth?,0
On what street is the Civic Centre office building located?,0
In what month and year did the Civic Centre municipal office building become a listed building?,0
What did Plymouth council estimate the cost to refurbish the Civic Centre municipal office building to be?,0
What river is to the west of Plymouth?,0
To the east of Plymouth lies which river?,0
The River Tamar is the boundary between Devon and what other county?,0
In what body of water do the rivers Plym and Tamar meet?,0
When did Plymstock join the unitary authority of Plymouth?,0
What estuary east of Plymouth is part of the River Plym?,0
When did the Plymouth Breakwater open?,0
What island is present in Plymouth Sound?,0
How large is the Unitary Authority of Plymouth in square miles?,0
"In meters, what is the highest point in the Plymouth Unitary Authority?",0
"What special designation does Plymouth Sound, Shores and Cliffs possess?",0
What stones form the headlands near Plymouth Sound?,0
"Along with Devonian slate, Middle Devonian limestone and limestone, what stone provides the geologic base of Plymouth?",0
"Along with shales, what is most of the city built on?",0
For what reason is Plymouth Sound a Site of Special Scientific Interest?,0
Middle Devonian limestone exists between Plymstock and what location?,0
What location north of the city possesses granite?,0
What river was used to ferry granite from Dartmoor to Plymouth?,0
"Along with West Hoe and Radford, where was Middle Devonian limestone quarried in the region?",0
What local stone was used in the construction of many Plymouth buildings?,0
On what date was the publication of the Plan for Plymouth?,0
Who wrote the Plan for Plymouth?,0
What street was intended to connect Plymouth Hoe to the railroad station?,0
Who headed the team that created the 'Vision for Plymouth'?,0
How many parks exist in Plymouth?,0
What Köppen climate classification does Plymouth possess?,0
"In degrees Fahrenheit, what is Plymouth's annual mean temperature?",0
What month in Plymouth has the lowest temperatures?,0
Up to how many centimeters of snow fell on Plymouth between 17 and 19 December 2010?,0
"Along with August, what is typically the hottest month in Plymouth?",0
"Along with convection, what provokes rain in the Plymouth area?",0
"Along with winter, in what season are Atlantic depressions most prevalent?",0
About how many inches of rain fall on Plymouth every year?,0
"Along with March, what month has the fastest winds on average?",0
From what direction do most of the winds blow on Plymouth?,0
How many hours of sunshine does the South West England region get each year?,0
What region of England benefits from the extension of the Azores High pressure area?,0
"In degrees Fahrenheit, what was the highest temperature achieved in Plymouth between 1971 and 2000?",0
In what month and year did Plymouth see its highest temperature between 1971 and 2000?,0
About how many days a year in Plymouth are over 77 °F?,0
"In degrees Celsius, what was the coldest temperature recorded at Plymouth between 1971 and 2000?",0
In what month and year did Plymouth see its lowest temperature between 1971 and 2000?,0
How many students are studying at the University of Plymouth?,0
Where does the University of Plymouth rank among British institutions of higher education in terms of number of enrolled students?,0
How many staff members work for the University of Plymouth?,0
About how much are the staff of the University of Plymouth paid yearly in total?,0
In what year was the University of Plymouth established?,0
What institution of higher  education is colloquially known as Marjons?,0
What is the academic specialty of the University of St Mark & St John?,0
"Along with City College Plymouth, what college calls Plymouth home?",0
About how many students are enrolled at City College Plymouth?,0
How many years ago was Plymouth College of Art founded?,0
How many independent art colleges exist in the United Kingdom?,0
How many large colleges exist in Plymouth?,0
How many state primary schools are in Plymouth?,0
Plymouth has how many state secondary schools?,0
How many state grammar schools are based in Plymouth?,0
What is the name of the independent school in Plymouth?,0
"Aside from Plymouth High School for Girls and Devonport High School for Boys, what state grammar school is present in Plymouth?",0
What maritime institution of higher education existed in Plymouth as of 1880?,0
When did the Royal Naval Engineering College shut its doors in Plymouth?,0
What was the Royal Naval Engineering College renamed in 1959?,0
In what year did the Dockyard Technical College close?,0
"After the Dockyard Technical College closed, where were classes relocated to?",0
What organization known as the MBA is based in Plymouth?,0
What Plymouth organization is named for Sir Alister Hardy?,0
What marine facility is attached to the University of Plymouth?,0
What group are many of Plymouth's marine organizations a part of?,0
What is the name of the aquarium present in Plymouth?,0
What was the population of Plymouth unitary authority circa 2011?,0
What was the population of Plymouth unitary authority circa 2001?,0
How many people did the Plymouth unitary authority gain between 2001 and 2011?,0
What was the average number of people in a Plymouth household?,0
What percentage of Plymouth residents in 2011 were of Chinese ancestry?,0
What percentage of Devon's GVA does Plymouth comprise in 2013?,0
What was Plymouth's 2013 GVA in millions of British Pounds?,0
What was Plymouth' per capita GVA in 2013?,0
What was the United Kingdom's average per capita GVA in 2013?,0
What percentage of Plymouth residents were unemployed in 2014?,0
What percentage of Plymouth residents were suffering from poverty and deprivation in 2014?,0
"As of 2014, what was the life expectancy of male Plymouth residents?",0
"As of 2014, what was the life expectancy of female Plymouth residents?",0
Where did Plymouth's life expectancy rank out of the regions of South West England?,0
How many Plymouth residents are employed in defense?,0
About how many Plymouth residents are serving in the military?,0
When was Plymouth Gin first distilled?,0
What company produces Plymouth Gin?,0
During what decade was Plymouth Gin the most widely consumed in the world?,0
About what percentage of Plymouth's income comes from the Dockyard?,0
What Royal Navy base is present in Plymouth?,0
How many maritime businesses operate in Plymouth?,0
How many people work in Tamar Science Park?,0
What is a notable company based in Plymouth?,0
What notable shop is located in a grade II listed building?,0
In what year was Pannier Market finished?,0
What is Plymouth's national rank in retail floorspace?,0
What notable location was named a grade II listed building in 1998?,0
What was the cost to restore Tinside Pool?,0
What is the name of Plymouth Council's urban redevelopment project?,0
"What architect is in charge of the """"Vision for Plymouth""?",0
"Along with Plymouth Council, what body supports the ""Vision for Plymouth""?",0
"What is the population goal of the ""Vision for Plymouth""?",0
"How many residences does the ""Vision for Plymouth"" seek to build?",0
When was the Charles Cross car park removed?,0
In what month and year was the grand opening of Drake Circus Shopping Centre?,0
Where was TR2 built?,0
What prize did TR2 almost win?,0
Who spoke disparagingly about the Drake Circus Shopping Centre?,0
What location is proposed for the future home of the Plymouth City Council headquarters?,0
"To connect Millbay to the city centre, what would need to be destroyed?",0
What city region is located near a ferry terminal?,0
What is the A38 called inside the city of Plymouth?,0
"In miles, about how far away from Plymouth does the A38 connect to the M5?",0
What bridge connects Cornwall to Plymouth via the A38?,0
What park and ride service is located at George Junction?,0
Who operates Milehouse park and ride?,0
Who operates the ferry to Spain?,0
Where does the ferry to France terminate?,0
"Along with MV Bretagne and MV Pont-Aven, what ferry operates between Plymouth and the continent?",0
A passenger ferry operates between Cremyll and what location?,0
When did the Cremyll-Stonehouse ferry first operate?,0
What local airport closed in 2011?,0
"In kilometers, how far away from the Plymouth city center was Plymouth City Airport?",0
By what year is the city airport planned to reopen?,0
Who intends to reopen the Plymouth City Airport?,0
When did Plymouth's railroad station open for service?,0
Who runs Plymouth's railroad station?,0
"Along with the Tamar Valley Line, what local train service operates in Plymouth?",0
How many regional MPs have argued for the importance of Plymouth's train service?,0
Trains from what network sometimes operate out of Plymouth's railroad station?,0
On what date was the Dawlish sea wall damaged?,0
"In feet, how much of the Dawlish sea wall was destroyed?",0
"After the Dawlish sea wall was damaged, on what date did the line reopen?",0
In what month and year did storms affect the coastal line near Dawlish?,0
How many churches are present in Plymouth?,0
In what year was Plymouth's Catholic cathedral built?,0
What is the name of the oldest church in Plymouth?,0
What denomination does the oldest church in Plymouth belong to?,0
How many Methodist houses of worship exist in Plymouth?,0
What Plymouth Jew was mentioned by Sir Francis Drake?,0
In what year was Plymouth Synagogue constructed?,0
What is Plymouth Synagogue's listed grade?,0
What community of Jews was Plymouth Synagogue built by?,0
What percentage of Plymouth's population call themselves Christian?,0
What percentage of Plymouth residents follow Islam?,0
What percentage of Plymouth consists of non-religious people?,0
What percentage of people in the United Kingdom describe themselves as non-religious?,0
What was the percentage decline in Jewish residents of Plymouth between 2001 and 2011?,0
In what year was Union Street constructed?,0
Who performed at the New Palace Theatre in the 1930s?,0
How many pubs existed on Union Street in the 1930s?,0
What group famously enjoyed themselves on Union Street?,0
What notable event occurs each August?,0
In what month and year was the world record for simultaneous fireworks broken?,0
Who broke the world record for simultaneous fireworks?,0
What institution did Roy Lowry work for?,0
In what year did the Music of the Night begin?,0
How many people can fit in the Theatre Royal?,0
What is the capacity of Drum Theatre?,0
What is the cost of admission to the Plymouth City Museum and Art Gallery?,0
How many galleries are present in the Plymouth City Museum and Art Gallery?,0
When did the theater in the Plymouth Athenaeum close?,0
What television station has its regional headquarters in Plymouth?,0
What regional ITV station serves Plymouth?,0
On what date did ITV Westcountry cease to operate?,0
With what channel did ITV Westcountry merge?,0
What BBC radio station operates in Plymouth?,0
What football league team is located in Plymouth?,0
What level of the football league does Plymouth Argyle F.C. operate in?,0
What is the home field of Plymouth Argyle F.C.?,0
What is the nickname of Plymouth Argyle F.C.?,0
What team plays its home games at Weston Mill?,0
What rugby union team is based in Plymouth?,0
What British Basketball League team calls Plymouth home?,0
When was Plymouth Albion R.F.C. founded?,0
Where do the Plymouth Raiders play their home games?,0
When were the Plymouth Raiders inaugurated?,0
When was the first Port of Plymouth Regatta?,0
In what month and year did Plymouth play host to the America's Cup World Series?,0
For how many days did the America's Cup World Series take place in Plymouth?,0
When did Plymouth begin receiving water from South West Water?,0
Who provided Plymouth's water prior to 1973?,0
When did Drake's Leat open?,0
From where did Drake's Leat draw water?,0
When did construction finish on Devonport Leat?,0
What body handles waste management in Plymouth?,0
Who oversees Plymouth's sewers?,0
Who distributes electricity in Plymouth?,0
In what year did Langage Power Station come on line?,0
What settlement is Langage Power Station located near?,0
When did the Plymouth Borough Police begin operation?,0
Where is the police divisional headquarters located?,0
How many fire stations are present in Plymouth?,0
Where in Plymouth is the Royal National Lifeboat Institution based?,0
What organization is the Plymouth Borough Police a part of?,0
What is Plymouth's National Health Service hospital?,0
"In kilometers, how far is Derriford Hospital from the Plymouth city center?",0
What notable clinic is present in Derriford Hospital?,0
What organization provides ambulance transport for Plymouth?,0
Where is South Western Ambulance Service NHS Foundation Trust headquartered?,0
When did Ford Park Cemetery reopen?,0
"Along with Efford, where else does the Plymouth City Council operate a cemetery?",0
What is the name of the private cemetery in Plymouth?,0
"In lieu of headstones, what grave markers are used at Drake Memorial Park?",0
When did Ford Park Cemetery first operate?,0
In what year was the Royal Citadel constructed?,0
In the wake of what conflict was the Royal Citadel built?,0
When was Smeaton's Tower first constructed?,0
"In kilometers, how far off the coast was Smeaton's Tower originally built?",0
What memorial commemorates the naval victory over the Spanish Armada?,0
What was the name of the port once situated on the land occupied by present day Plymouth?,0
When did the Pilgrim Fathers depart Plymouth for the Americas?,0
What monument commemorates the departure of the Pilgrim Fathers?,0
How many marine species are present at the National Marine Aquarium?,0
How many listed buildings are present in the Barbican area?,0
"What structure was referred to as a ""Palmerston's Folly""?",0
In what cardinal direction is Crownhill Fort located outside the city?,0
Who runs Crownhill Fort?,0
In what cardinal direction outside Plymouth is Devonport located?,0
How many waymarkers are present on the Devonport Heritage Trail?,0
Visitors to what local valley often stop over in Plymouth?,0
Who designed the Roland Levinsky building?,0
When did the Roland Levinsky building open?,0
Of what university is the Roland Levinsky building a part?,0
What academic discipline at the university is based in the Roland Levinsky building?,0
What part of Plymouth is the Roland Levinsky building situated in?,0
What are Plymouth residents commonly called?,0
What colloquial term is used for Plymouth residents?,0
After what figure are Janners named?,0
"In Devon, Jan is another way of saying what common English name?",0
What was the birthplace of Sir Francis Drake?,0
What did the Spanish nickname Sir Francis Drake?,0
In what year did Sir Francis Drake die?,0
What was Sir Francis Drake's cause of death?,0
What notable artist and Royal Academician was born in Plympton?,0
What artist died in Plymouth in 2002?,0
Where did the creator of Mr Benn and King Rollo study?,0
What genre of music does John Surman play?,0
What local figure played in the bands AMM and MIMEO?,0
Where do the family of Michael Foot live?,0
What is the occupation of Trevor Francis?,0
What is the current nationality of former Plymouth resident Chris Axworthy?,0
What United States vice president did Donald Moffat play?,0
In what film did Donald Moffat play President Bennett?,0
What is Dawn French's job?,0
What is heresy mainly at odds with?,0
What is a person called is practicing heresy?,0
What religions and idea of thought is heresy cited as being used frequently in?,0
What cultures are listed as examples of discipline for being a heretic?,0
What language does the term heresy find its roots in?,0
"What is the relationship between the context heresy is used in for Christian, Jewish, or Islamic cultures?",0
What is the head person of a heretical movement called?,0
What is the study of heresy?,0
What is the original meaning of heresy when translated directly from its root word?,0
How many times is it suggested that you should warn people you are in disagreement with before parting ways?,0
What term is used to describe an individual in the early Church that introduced discord?,0
What word is used when speaking of correct teachings in contrast to a false teacher?,0
What culture and religion did Fathers of the Church correlate with heresy?,0
What religion were these Fathers of the Church?,0
Who suggested that it were the Jews that brought dissension into Christianity?,0
Who gave more exposure to the term heresy when attempting to descredit opponents during the early centuries of Christianity?,0
What term did Irenaeus use to describe the Christian community's ideologies?,0
What concept did Irenaeus cite to help support his arguments?,0
Who was the first Roman Emporor that was baptized?,0
What did Constantine the Great and Licinius pass to introduce toleration of Christianity in the Roman Empire?,0
What was the high priest in the College of Pontiffs called?,0
What were the meetings called that were hosted by Constantine that helped enforce orthodoxy by Imperial authority?,0
In what year was the first usage of the term heresy in a legal context?,0
Who intitiated Christianity to be a state church of the Roman Empire?,0
What was the church lacking before the edict that would allow them to legally counter heresy?,0
What did church authorities gain as a result of this edict?,0
What punishment is cited as church authorities being able to exact on individuals perceived as heretics?,0
Who was the first Christian individual to be sentenced to death by the church for heresy in Rome?,0
What happened to the people that sentenced Priscillian to death?,0
What religion is an example of Protestants killing for conviction of heresy after the Reformation?,0
Who was the last known person to be sentenced to death for the crime of heresy by the Roman Catholic Church?,0
From what passage is cited as being one of the first known examples of using the word heresy?,0
What is thought of to spiritually cut one off from the Church even before excommunication?,0
What book gives the definition of a heretic as anyone that does not follow the Catholic Church or the orthodox holy faith?,0
What groups are cited as being considered heretical by the Church before the 11th century?,0
What group moved westward to give rise to the famous 11th and 12th century heresy in western Europe?,0
What groups began to appear in northern Italy and southern France during the 11th century?,0
In what country did the Cathars grow to represent a popular movement?,0
What was started by the Roman Catholic Church to dispense of the Cathars in Languedoc?,0
What was a major reason and justification for the Europian wars of religion?,0
Who was brought before the Inquisition for heresy but renounced his beliefs and thus remained under house arrest for life?,0
What belief did Galileo have at the time that appeared to be extremely heretical to the church?,0
Who denounced Jewish People in many of his writings?,0
What were the Jews described as enemies of?,0
According to Pope St. Gregory what religion must you be in order to be a heretic?,0
In what culture of law were Jews and heretics often lumped together?,0
What area of Christianity commonly cited the first seven Ecumenical Councils in regards to heresy?,0
After what two events did various Christian churches also begin using the first seven Ecumenical Councils to identify heresy?,0
What beginning Christian heresies did the Orthodox Church also reject during this time?,0
What is the work called that Martin Luther created regarding Jews and heresy?,0
What term does Luther assign to the practice of Jewish Prayer?,0
What is said to be a special spiritual problem?,0
What event in England during the 16th century had an outcome of many deaths for heresy?,0
During what king's reign did 60 Protestants die for heresy?,0
What two notable figures are cited to have perished for refusing to give up the Church in England?,0
Under which king were the heresy laws repealed in 1547?,0
In what year was the last known person sentenced to death in England for heresy?,0
During which years did the execution of the Boston martyrs take place?,0
Which group was responsible for the deaths of the Boston martyrs?,0
What goal is cited as the reason these killings took place?,0
What rival group did the Anglican Puritans want purged from their area?,0
Which two groups viewed the Puritans themselves as nothing more than heresy?,0
What year did the deaths of heretics under Christianity come to an end?,0
Who was the last heretic put to death under the Catholic Inquisition?,0
Under which religion do charges of heresy still occur in modern times?,0
Which religion is cited as having problems with modern biblical criticism?,0
What belief of the Catholic Church criticizes writings without using the word heresy?,0
What event is stated as a reason why the word heretic is used less often in modern times?,0
"Who was the author of the short story ""The Theologians""?",0
What subject does the 1 of who has a monopoly on spiritual truth regard?,0
What group did Sultan Selim the Grim label as heretics?,0
What number of Christians did Selim the Grim equate to the killing of one Shiite?,0
What type of law is still in practice in which heresy results in execution?,0
What author was declared a heretic and had a bounty placed on his head by the government of Iran?,0
What does Orthodox Judaism regard Jews who depart from traditional practices as?,0
What alignment within Orthodox Judaism view individuals as heretics that reject Maimonides's 13 principles of Jewish faith?,0
Which wing of Orthodox Judaism is stated as having a more tolerant view of Conservative Judaism?,0
What term is used for the act of using Church of Scientology techniques in contrast to what Hubbard envisioned?,0
What institution has prosecuted groups that practice outside the official Church without permission?,0
What must be welcomed in areas for the term do be perceived as complimentary?,0
What did Isaac Asimov consider heresy as?,0
Which type of heresy is the scientific community well equipped to defend itself against?,0
What has heresy within the scientific community repeatedly become?,0
What is the title of the book published by Robert T. Bakker regarding mainstream opinion of dinosaurs?,0
What criticism did Robert T. Bakker share about the paleontologist community regarding the last fifty years?,0
What film did Robert T. Bakker's book reportedly influence?,0
What type of poses did the book's illustrations portray dinosaurs as?,0
What label is associated with Robert T. Bakker as a result of his work?,0
What label is associated with Immanuel Velikovsky due to his works outside the accepted discipline?,0
What medium did Immanuel Velikovsky not publish his works in that is accepted practice?,0
What two examples of ideas from Immanuel Velikovsky are stated as to have gained some acceptance?,0
"By definition, what contrast does heresy depend on?",0
What figure of speech is the word heresy commonly used as in present day scenarios?,0
In which year was the Warsaw Pact established?,0
Which nation formed the nucleus of the Warsaw Pact?,0
Which conflict was the impetus for the formation of the Pact?,0
How many Soviet allied countries were members of the Warsaw Pact?,0
The acceptance of which country into NATO prompted the formation of the Warsaw Pact?,0
Which organization was in direct competition with the Warsaw Pact?,0
Which nation saw the most significant Warsaw Pact military deployment? ,0
What was the name of the Polish revolutionary movement which the Warsaw Pact failed to suppress?,0
Which country saw the largest Warsaw Pact deployment? ,0
In which year did the Warsaw Pact cease to function effectively? ,0
What was the name of the Polish labor movement which successfully defied the Warsaw Pact?,0
In which country did the Warsaw Pact dissolution meeting take place?,0
Who was the president of Czechoslovakia during the dissolution of the Warsaw Pact? ,0
"Despite being headquartered in Poland, the top-ranking operatives of the Warsaw Pact were from which country?",0
Which nation was in effective control of both political and military functions of the Warsaw Pact?,0
Which ideologies did the Soviet Union aspire to lead around the globe?,0
Which Soviet leader formed doctrine aimed at keeping socialist satellite nations in line?,0
The Soviet Union feared invasion from which potential enemy?,0
The formation of the Warsaw Pact was driven by fears of which country rearming itself?,0
Which country sought NATO admission in response to the fear of German rearmament?,0
Who was the Soviet minister who proposed German reunification?,0
When was reunification first proposed as an idea?,0
The omission of which nation from involvement in the proposed security system led to its NATO opposition?,0
Who was the general who spoke out against the USSR joining NATO?,0
To what did the British general compare the USSR in his opposition to their joining NATO?,0
In what year did Konrad Adenauer first visit the United States?,0
Which NATO country feared a unified and rearmed Germany?,0
In which year was West Germany admitted to NATO?,0
Halvard Lange was a minister of which NATO member?,0
In which month of 1955 was this pact declared?,0
Which nation was permitted rearmament by the foundation of the Warsaw Pact?,0
What was the name of the East German armed forces?,0
How many countries formed the initial Warsaw Pact membership?,0
In which year did Mongolia seek entry in the Warsaw Pact?,0
In which year were Soviet forces scheduled to leave Mongolia? ,0
What was the focus of both alliances' policies towards the other in lieu of direct fighting?,0
Which continent was considered to be at the center of NATO/Warsaw Pact intrigues?,0
In which year did Hungary attempt to leave the Warsaw Pact?,0
Who was the head of the Hungarian government at the time of the revolt?,0
In which year was the Warsaw Pact activated in a joint action?,0
Which country did the Pact conquer?,0
In which country did Warsaw Pact officials meet to dissolve the alliance?,0
In which year did Romania overthrow its communist government?,0
For how many years did the Warsaw Pact formally exist?,0
Which former Eastern Bloc country was the latest to join NATO?,0
In which year did Poland join NATO?,0
In which year did Slovakia join NATO? ,0
In which year did Poland declassify most of its Warsaw Pact-era archives?,0
How many documents remain classified?,0
What was the name of the Warsaw Pact's planned counteroffensive to a NATO first strike?,0
How many nuclear weapons were eventually housed in Poland?,0
In which year was the counteroffensive strategy first conceived?,0
What is materialism?,0
"In nature, this is an essential substance?",0
What are some examples of philosophical physicalism?,0
Some people consider physicalism to be synonymous with what?,0
What class does materialism belong to?,0
What is the first 1 to ask in order to define the two classes?,0
What is the second 1 to ask in order to define the two classes?,0
An idealist considers what as the most important?,0
A materialist considers what as the most important?,0
Was René Descartes an idealist or a materialist?,0
Materialism does not define what?,0
What type of materialism defined the Marxist philosophy?,0
Who coined the Axial Age?,0
In what part of the world did materialism develop during the Axial Age?,0
Around what time did materialism become part of Ancient Indian philosophy?,0
"At that time, who helped develop materialism?",0
What school advanced atomism?,0
Between what years did the school advance atomism?,0
Materialism is linked to what?,0
De Rerum Natura is a poem by who?,0
What kinf of explanation does De Rerum Natura provide for phenomena?,0
Name the title of the work by Jayaraashi Bhatta.,0
Which type of philosphy did not continue after 1400?,0
What is Sarva-darśana-samgraha?,0
Who wrote the Sarva-darśana-samgraha?,0
What is the name of the novel written by Ibn Tufail?,0
Pierre Gassendi lived from what year to what year?,0
René Descartes lived from what year to what year?,0
abbé Jean Meslier lived from what year to what year?,0
Denis Diderot lived from what year to what year?,0
William Wordsworth lived from what year to what year?,0
Arthur Schopenhauer lived from what year to what year?,0
What did he say that the brain would decide?,0
"Who wrote ""The Essence of Christianity""?",0
"In what year was ""The Essence of Christianity"" written?",0
"What did the author of ""The Essence of Christianity"" consider religion to be?",0
The author's ideas would later influence what well known philosopher?,0
"In regards to the mind, what are 3 theories that modern day philosophers try to harmonize?",0
What is hyle?,0
Relativity illustrates that what is interchangeable?,0
Ontological theory suggests that what is the main substance?,0
Quantum field theory suggest what is the main substance?,0
Which model suggests that matter is 5% of the universe?,0
What type of matter does the model consider it to be?,0
Werner Heisenberg suggested that atoms are not what?,0
What are some of the findings that support their argument?,0
What is the name of the 1991 book by Paul Davies and John Gribbins?,0
Digital physicists consider what to be more important than matter?,0
"Based on the above definition, materialism is not consistent with what?",0
Neoplatonism describes divinity as what?,0
Which religious group strongly opposed the idea of Neoplatonism?,0
"If you believe in idealism, you are disbeliving in what?",0
What 3 types of philosophies attempt to correct the problem with matter and energy without removing every belief about materialism?,0
"Instead of faith, John Polkinghorne relies on what when it comes to the theory of materialism?",0
The first ship to carry a human through space was called what?,0
The Outer Space Treaty was signed by the US and the USSR on what date?,0
Which Russian rocket carries passengers to and from the International Space Station?,0
The United States' National Defense Education Act was established in what year?,0
In what century did the Romans arrive in Britain?,0
What is a person who follows Christianity called?,0
Whose life do Christians learn from?,0
What Greek word is Christian derived from?,0
Christós is translated from what Biblical term?,0
"While many, the perceptions of Christianity can sometimes what?",0
"Regardless of beliefs, Christians all agree that Jesus has a unique what?",0
"Whether one partakes in practices or beliefs, the label Christian is sometimes attached because they associate with what?",0
"According to one report, how many Christians were in the world in 2010?",0
How many Christians were in the world in 1910?,0
"If growth continues as it has, what religion will be the largest in the world by 2050?",0
"Of all the Christians in the world, how many are Catholic?",0
Christians are the majority in how many countries and territories in the world today?,0
"What Greek word defines as ""follower of Christ?""",0
Where does the Greek word Χριστιανός (Christianos) come from?,0
What does Χριστός (Christos) mean?,0
What is the French word for Christian that was derived from Greek?,0
Where is the first reference to the word Christian in the Bible?,0
Who made the second reference to the word Christian in the Bible?,0
When verse was the third mention?,0
